time_step,datacenter_id,local_allocation,medium_allocation,remote_allocation,total_allocation,dc_available_margin
14.0,3.0,0.03338158448821914,0.051644704591226775,0.017864447398498903,0.1028907364779448,0.5232541443750292
15.0,0.0,0.01906681683602264,0.025334113992322323,0.007917655487414839,0.0523185863157598,0.30633440693730024
15.0,1.0,0.017771096758529795,0.03953661223488877,0.011949977078926626,0.06925768607234518,0.39772154666726767
15.0,2.0,0.024027856155357172,0.05045677062409116,0.021576806463201387,0.09606143324264971,0.527813725088616
15.0,3.0,0.027114134192515228,0.043587635837648804,0.016463697479025718,0.08716546750918976,0.46777952090426067
16.0,0.0,0.017041137907828897,0.02397495100443439,0.00875038565886669,0.049766474571129975,0.30954627417716046
16.0,1.0,0.01728820659181572,0.04080488806271776,0.013885844020829144,0.07197893867536262,0.4300741845130004
16.0,2.0,0.022130789999864054,0.04881769755171042,0.02303514399926429,0.09398363155083876,0.5336008721208796
16.0,3.0,0.023198094304158434,0.03853416771170666,0.016326834143726775,0.07805909615959186,0.438023466905399
17.0,0.0,0.013411519644490815,0.019856164051152616,0.008490337192828075,0.041758020888471505,0.3602169594473365
17.0,1.0,0.014312411129356039,0.0354556812136171,0.01370610889399771,0.06347420123697084,0.5166806216032035
17.0,2.0,0.017166648229573808,0.03920949046077123,0.020736118211902833,0.07711225690224788,0.5938236726646625
17.0,3.0,0.01681331309466317,0.028493277141368487,0.013752280216630932,0.05905887045266259,0.45595191308950356
18.0,0.0,0.017025175313692385,0.024549999445512505,0.012509243670937392,0.054084418430142285,0.46187152078485477
18.0,1.0,0.017772680102500715,0.044285052226619714,0.018923025811880243,0.08098075814100067,0.6611437233320699
18.0,2.0,0.018305376623707674,0.044858973441531454,0.026219802420199282,0.0893841524854384,0.700607531881244
18.0,3.0,0.017678162623259146,0.030425006627988693,0.01752037910042158,0.06562354835166942,0.5108463257739472
19.0,0.0,0.018842840876352504,0.027409511378853692,0.01596996510746337,0.06222231736266957,0.5252581877705684
19.0,1.0,0.019342928245397604,0.04834295982018827,0.023280112886565653,0.09096600095215152,0.7295816393636823
19.0,2.0,0.018385059737426632,0.04464688169710794,0.029345605406832606,0.09237754684136718,0.7122858279400582
19.0,3.0,0.017272483336249388,0.028853095240985414,0.018863145258219402,0.0649887238354542,0.5037939899969398
20.0,0.0,0.01868066618438264,0.026707666924965585,0.017465629608643403,0.06285396271799162,0.5116083608743403
20.0,1.0,0.01842297599811664,0.04488305972294495,0.023932322201076925,0.08723835792213852,0.675273570016924
20.0,2.0,0.016157925468218936,0.03778032441401966,0.027550273130033533,0.08148852301227212,0.6090893220113917
20.0,3.0,0.015157499902275535,0.023917161079906952,0.01755415849579389,0.05662881947797638,0.4294733425224814
21.0,0.0,0.019063915777549064,0.026217153918825623,0.018791475848491394,0.06407254554486608,0.4927972924140528
21.0,1.0,0.017755880231028236,0.04119182305079518,0.023784424510767163,0.08273212779259058,0.6094124340673864
21.0,2.0,0.014431759109761877,0.031738140515743876,0.025215383768793394,0.07138528339429914,0.5112083728097652
21.0,3.0,0.013938830469926621,0.02034143893138622,0.01649550066962838,0.05077577007094122,0.3709255084670999
22.0,0.0,0.019762273813531607,0.025812464995258855,0.01974317779954957,0.06531791660834003,0.4680083858167224
22.0,1.0,0.01718464610151989,0.03743244113698439,0.022830975648145808,0.0774480628866501,0.5377081486652013
22.0,2.0,0.013065454243931603,0.026652045933772274,0.02259649519374563,0.06231399537144951,0.4241007030401273
22.0,3.0,0.013402775521935082,0.017897312196838527,0.01573738773496346,0.04703747545373707,0.32702091655450055
23.0,0.0,0.019880774090453687,0.024588428046964463,0.019517221719628802,0.06398642385704695,0.42373975066642444
23.0,1.0,0.016035588940208477,0.03266269275557566,0.02051111605499489,0.06920939775077903,0.4506407905249323
23.0,2.0,0.011576583513340224,0.02182430658796033,0.01932547730927668,0.052726367410577235,0.33956445241334665
23.0,3.0,0.012940586418741308,0.01582311190732144,0.014787749646676679,0.04355144797273943,0.28589339984757495
