解编号,总成本,平均时延/h,负载不均衡度,SLA违约率,CPU开机数序列,GPU开机数序列,时间迁移比例序列,空间迁移比例序列,总能耗/kWh,总碳排放/kg,任务完成率,时延敏感任务违约率,CPU平均利用率,GPU平均利用率,峰谷差/kW,Token总量,单位百万Token能耗/kWh,单位百万Token成本,功率上限违约时段数,峰时功率违约时段数,远端迁移任务数,远端任务完成率,远端执行成本,远端网络能耗/kWh,迁移平均时延/h,完成任务数,任务总数,约束惩罚项
19,159.5173335522589,0.48614537066763264,0.38104288576670226,0.08582923558337059,"2,9,2,19,19,10,2,14,14,16,12,13,12,11,8,14,4,16,9,6,18,11,6,12","4,3,1,4,3,8,4,6,4,4,2,1,1,4,4,1,0,1,1,0,1,2,6,4","0.2,0.8,0.9,0.9,0.7,0.5,0.8,0.7,0.1,0.1,0.1,0.2,0.0,0.1,0.3,0.1,0.1,0.7,0.1,0.5,0.4,0.3,0.9,0.4","0.3,0.5,0.4,0.2,0.2,0.5,0.1,0.4,0.1,0.2,0.5,0.6,0.5,0.2,0.6,0.6,0.2,0.2,0.3,0.4,0.2,0.4,0.1,0.6",199.55728126233765,118.7876802750909,0.9141707644166294,0.0,0.6220837376099212,0.7541126893939394,8.496057189610388,2146371.6590000005,92.97424349858954,74.31953030286394,0,0,89,0.39555555555555555,2.5364999999999993,0.44499999999999995,0.11000000000000003,4090,4474,1.78
2,163.25230162207916,0.37792884477580774,0.44534686458766676,0.09342869915064819,"2,9,5,9,1,10,4,14,13,16,2,6,18,11,8,9,11,16,17,8,18,15,12,15","4,3,1,4,8,5,5,6,4,4,2,8,1,2,4,0,0,0,1,0,0,2,1,4","0.1,0.3,1.0,0.9,0.1,0.9,0.1,0.6,0.6,0.0,0.1,0.1,0.7,0.1,0.4,0.1,0.1,0.0,0.2,0.5,0.8,1.0,0.8,0.3","0.3,0.3,0.4,0.2,0.4,0.6,0.0,0.4,0.1,0.4,0.1,0.3,0.5,0.3,0.2,0.2,0.3,0.5,0.3,0.4,0.2,0.2,0.0,0.0",194.66617544415584,116.89799604651947,0.9065713008493518,0.0,0.6166081716376818,0.6205561553030302,9.480809792207788,2031209.6590000005,95.83755895489064,80.37196007745015,0,0,87,0.3686440677966102,2.479499999999999,0.43499999999999994,0.11000000000000003,4056,4474,1.74
21,165.09814708537309,0.6276676073997629,0.1938196549168909,0.07532409476978096,"10,1,9,9,9,10,5,14,6,6,3,11,12,4,8,9,11,4,17,6,15,4,4,9","2,2,5,3,5,5,4,7,3,5,5,1,5,3,1,2,0,1,7,4,5,0,1,1","0.3,0.3,0.9,0.9,0.1,1.0,0.8,0.6,0.1,0.8,0.8,0.4,0.4,0.4,0.9,0.1,0.3,0.6,0.2,0.5,0.4,0.1,0.9,0.4","0.5,0.3,0.5,0.0,0.1,0.6,0.0,0.4,0.5,0.5,0.2,0.6,0.5,0.4,0.6,0.2,0.2,0.5,0.1,0.4,0.5,0.2,0.1,0.5",192.67852308051948,117.01882318875325,0.924675905230219,0.0,0.7490271351564616,0.7258077200577201,14.838605464935071,2272928.659,84.77103859708932,72.63674837819583,0,0,93,0.48947368421052634,2.650499999999999,0.46499999999999997,0.11000000000000004,4137,4474,1.86
15,165.90085220122927,0.5119320495048784,0.3541044147093812,0.08962896736700939,"2,2,5,9,1,10,4,14,20,16,2,5,18,11,2,9,18,16,14,6,15,15,12,15","4,2,1,4,8,5,5,6,4,4,2,8,2,3,4,0,0,0,1,1,0,2,1,4","0.1,0.3,1.0,1.0,0.1,0.9,0.1,0.3,0.7,0.0,0.1,0.1,0.7,0.1,0.4,0.1,0.1,0.5,0.2,1.0,0.8,1.0,0.8,0.3","0.3,0.3,0.4,0.2,0.1,0.6,0.0,0.4,0.5,0.4,0.1,0.3,0.5,0.3,0.2,0.2,0.3,0.5,0.3,0.4,0.2,0.2,0.0,0.0",195.22495056103895,117.58861861548051,0.9103710326329906,0.0,0.6792953932662079,0.659136332070707,9.069090841558435,2078444.6590000002,93.92838520654543,79.81971109158566,0,0,88,0.4489795918367347,2.5574999999999983,0.44,0.1140909090909091,4073,4474,1.76
5,166.86472043474575,0.7699746948359033,0.12628080729620905,0.11578006258381761,"13,2,8,8,9,10,8,10,20,8,2,5,4,12,8,9,18,11,16,8,14,4,3,3","8,1,5,4,8,5,6,7,4,4,2,1,6,2,4,2,5,1,1,1,5,2,1,1","0.1,0.3,1.0,0.7,0.1,0.9,0.8,0.3,0.5,0.8,0.2,0.4,0.0,0.1,0.4,0.1,0.2,0.0,0.2,0.5,0.2,0.2,0.3,0.4","0.2,0.3,0.4,0.2,0.1,0.6,0.0,0.4,0.1,0.4,0.2,0.1,0.5,0.2,0.2,0.2,0.2,0.5,0.5,0.4,0.2,0.2,0.0,0.6",198.09160197402593,119.02491213927273,0.8842199374161824,0.0,0.7056711790854647,0.7674372068903318,11.139153953246751,2172798.661000001,91.16887152482734,76.79713883749751,0,0,84,0.4077669902912621,2.3939999999999992,0.42,0.11000000000000003,3956,4474,1.68
4,170.19107558551562,0.8814642519428997,0.12274985212993032,0.1048278945015646,"10,1,9,16,9,5,8,10,20,7,3,11,5,7,2,9,16,4,16,6,15,5,3,3","2,2,5,3,7,5,4,7,4,5,2,1,5,2,1,2,4,1,4,4,5,4,1,1","0.3,0.3,0.9,0.7,0.1,0.8,0.8,0.3,0.5,0.7,0.8,0.4,0.4,0.4,1.0,0.1,0.4,0.6,0.4,1.0,0.2,0.2,0.9,0.4","0.5,0.3,0.5,0.2,0.1,0.6,0.0,0.4,0.5,0.5,0.2,0.0,0.5,0.2,0.2,0.2,0.2,0.5,0.6,0.2,0.6,0.2,0.3,0.2",195.7437945142857,118.52292201955844,0.8951721054984354,0.0,0.754877721222643,0.8070908279220778,11.17950869090909,2249633.639999999,87.01140978416636,75.65279633065751,0,0,71,0.4863013698630137,2.039999999999999,0.355,0.11169014084507044,4005,4474,1.42
13,172.40283076544955,0.38220932754582776,0.347262281068868,0.07063030844881538,"2,9,5,19,19,10,4,14,14,16,13,17,10,11,8,8,15,16,9,8,16,11,12,10","4,3,5,4,8,8,4,6,4,4,2,1,5,4,7,1,0,1,1,0,1,2,6,4","0.1,0.3,0.9,0.9,0.0,0.5,0.2,0.7,0.6,0.0,0.1,0.4,0.0,0.1,0.3,0.1,0.1,0.0,0.2,0.9,0.4,0.3,0.8,0.3","0.3,0.5,0.4,0.2,0.2,0.5,0.0,0.4,0.1,0.6,0.1,0.6,0.0,0.2,0.1,0.2,0.3,0.2,0.3,0.4,0.2,0.4,0.4,0.0",216.35817835324673,128.85342819223376,0.9293696915511847,0.0,0.5556150525350281,0.7107528093434343,8.48989277402597,2354661.6590000005,91.88503899330136,73.21766594639638,0,0,85,0.4187192118226601,2.4224999999999994,0.425,0.11000000000000004,4158,4474,1.7
22,174.6012187347628,0.30458503715561913,0.3876989365227596,0.07174787662047385,"2,9,5,9,19,10,3,14,13,17,13,6,10,11,11,9,11,16,9,6,18,13,5,15","4,3,1,4,5,5,4,6,4,4,5,8,5,4,6,1,0,0,1,0,1,2,1,4","1.0,0.3,0.8,0.9,0.1,1.0,0.1,0.7,0.6,0.0,0.1,0.4,0.7,0.1,0.3,0.1,0.1,0.0,0.2,0.9,0.5,0.3,0.9,0.3","0.2,0.3,0.4,0.2,0.2,0.5,0.0,0.4,0.1,0.4,0.1,0.3,0.0,0.3,0.1,0.2,0.3,0.5,0.3,0.4,0.2,0.4,0.0,0.0",207.639419625974,124.83831308176623,0.9282521233795261,0.0,0.6088507568394337,0.6937094381313131,8.84593015064935,2334354.6590000005,88.94938857102517,74.79635455632055,0,0,84,0.4097560975609756,2.3939999999999992,0.41999999999999993,0.11000000000000003,4153,4474,1.68
39,174.94941448225703,0.6847220627612901,0.18795517143944798,0.06928922664282522,"1,9,5,5,3,5,8,14,13,7,14,11,6,7,8,9,12,4,17,8,18,5,4,9","2,3,5,3,7,5,4,8,4,5,2,1,5,2,1,2,4,1,4,4,5,4,1,1","0.3,0.7,0.9,0.7,0.1,0.8,0.8,0.6,0.6,0.7,0.8,0.4,0.4,0.4,1.0,0.1,0.4,0.0,0.4,0.5,0.8,0.2,0.9,0.4","0.5,0.3,0.5,0.2,0.4,0.6,0.0,0.4,0.1,0.5,0.2,0.6,0.5,0.2,0.2,0.2,0.2,0.5,0.6,0.2,0.5,0.2,0.3,0.3",199.40505489870125,121.22392878384414,0.9307107733571748,0.0,0.7270689781130498,0.8013736967893218,10.611445745454546,2360107.6589999995,84.48981305504982,74.12772625651526,0,0,84,0.39436619718309857,2.3939999999999992,0.42,0.11000000000000003,4164,4474,1.68
33,175.1198080407896,0.8305772982643347,0.15791677317391606,0.0697362539114886,"1,1,5,5,3,5,8,14,20,7,14,11,6,7,2,9,18,4,14,6,15,5,3,9","2,2,5,3,7,5,4,7,4,5,2,1,5,3,1,2,4,1,4,4,5,4,1,1","0.3,0.7,0.9,0.7,0.1,0.8,0.8,0.3,0.7,0.7,0.8,0.4,0.4,0.4,1.0,0.1,0.4,0.5,0.4,1.0,0.8,0.2,0.9,0.4","0.5,0.3,0.5,0.2,0.1,0.6,0.0,0.4,0.5,0.5,0.2,0.6,0.5,0.2,0.2,0.2,0.2,0.5,0.6,0.2,0.5,0.2,0.3,0.3",196.702703038961,119.8160999151948,0.9302637460885114,0.0,0.8018467760083832,0.8038546536796535,11.262562171428572,2352129.6589999995,83.62749148896347,74.4515963950904,0,0,83,0.44385026737967914,2.381999999999999,0.415,0.11144578313253016,4162,4474,1.6600000000000001
38,175.62509407474906,0.711797956481476,0.11848463676505955,0.0775592311130979,"10,1,9,9,9,10,5,10,20,6,3,11,12,7,2,9,11,4,17,9,15,5,4,3","8,2,5,3,5,5,4,7,3,5,2,1,5,3,1,2,4,1,7,4,5,4,1,1","0.3,0.3,0.9,0.9,0.1,1.0,0.8,0.3,0.1,0.8,0.8,0.4,0.4,0.1,1.0,0.1,0.4,0.6,0.2,0.3,0.2,0.1,0.9,0.4","0.5,0.3,0.5,0.2,0.1,0.6,0.0,0.4,0.5,0.5,0.2,0.0,0.5,0.2,0.2,0.2,0.2,0.5,0.6,0.4,0.6,0.2,0.3,0.5",202.24118406233765,122.97358604794805,0.9224407688869021,0.0,0.7441036734201255,0.7769304473304474,14.814588311688318,2379058.7879999997,85.00890565733161,73.82125021903792,0,0,82,0.3961352657004831,2.336999999999999,0.41,0.11000000000000004,4127,4474,1.6400000000000001
20,177.3844134884696,0.7425475111900723,0.11164728407145676,0.07130084935181046,"10,1,9,9,9,10,5,10,20,6,3,11,12,7,2,9,11,4,17,6,15,5,4,3","8,2,5,3,5,5,4,7,3,5,2,1,5,3,1,2,4,1,7,4,5,7,1,1","0.3,0.3,0.9,0.9,0.1,0.8,0.8,0.3,0.1,0.8,0.8,0.4,0.4,0.5,1.0,0.1,0.4,0.6,0.2,0.3,0.2,0.1,0.9,0.4","0.5,0.3,0.5,0.2,0.1,0.6,0.0,0.4,0.5,0.5,0.2,0.0,0.5,0.2,0.2,0.2,0.2,0.5,0.6,0.4,0.6,0.2,0.3,0.2",205.25435133506494,124.66378970654546,0.9286991506481895,0.0,0.7526042025206547,0.7753924332611831,14.814588311688318,2460588.7879999997,83.41676282362421,72.09023074215096,0,0,82,0.3961352657004831,2.336999999999999,0.41,0.11000000000000004,4155,4474,1.6400000000000001
3,179.52733871417766,0.8052366813560428,0.09860196047958329,0.08046490835940992,"10,2,9,8,10,10,8,10,20,7,3,12,6,4,2,14,18,4,16,6,15,5,5,3","8,2,5,3,7,5,4,7,4,5,2,1,5,2,1,2,5,1,8,4,5,4,1,1","0.3,0.3,1.0,0.7,0.1,0.8,0.7,0.3,0.1,0.8,0.8,0.4,0.4,0.5,1.0,0.1,0.4,0.6,0.2,0.3,0.2,0.2,0.9,0.4","0.5,0.3,0.5,0.2,0.1,0.6,0.0,0.4,0.5,0.5,0.2,0.0,0.5,0.2,0.2,0.2,0.2,0.5,0.6,0.2,0.6,0.2,0.3,0.2",206.0128409090909,125.12190827963636,0.9195350916405901,0.0,0.7263952366189533,0.7650486877705628,15.837995854545456,2403873.0779999997,85.70038193551038,74.68253642723215,0,0,82,0.4385026737967914,2.336999999999999,0.41,0.11000000000000004,4114,4474,1.6400000000000001
11,181.0768179329833,0.5608058463892539,0.2695733897094191,0.059901654000894054,"2,9,8,9,1,10,4,11,14,17,3,6,10,11,3,9,11,16,16,8,18,5,5,15","5,1,5,3,5,5,4,6,4,5,5,8,5,2,1,1,4,0,1,7,1,2,3,4","1.0,0.3,0.9,0.9,0.1,1.0,0.1,0.6,0.6,0.0,0.1,0.4,0.7,0.5,0.4,0.6,0.1,0.0,0.4,0.8,0.5,1.0,0.9,0.3","0.3,0.3,0.4,0.2,0.1,0.5,0.0,0.4,0.5,0.4,0.2,0.3,0.0,0.3,0.1,0.2,0.3,0.5,0.3,0.2,0.2,0.4,0.3,0.0",208.07835089870127,126.29716206527272,0.9400983459991059,0.0,0.7088800193814899,0.7420420680014429,10.081306737662334,2495723.6590000005,83.37395454353917,72.55483485921599,0,0,95,0.4298642533936652,2.707499999999999,0.475,0.11000000000000003,4206,4474,1.9000000000000001
16,184.58957720920435,0.4594772731870038,0.24640478996580384,0.0464908359409924,"19,13,4,14,8,10,4,8,14,8,2,15,6,12,8,12,12,12,9,8,14,14,2,12","4,3,6,8,7,8,4,7,4,4,2,1,6,4,6,7,0,5,8,0,1,2,1,4","0.1,0.3,0.9,0.9,0.0,0.8,0.8,1.0,0.1,0.7,0.4,0.2,0.4,0.1,0.3,0.2,0.1,0.0,0.4,0.8,0.5,1.0,0.8,0.2","0.3,0.3,0.4,0.4,0.1,0.0,0.5,0.4,0.2,0.4,0.5,0.6,0.5,0.4,0.1,0.2,0.3,0.1,0.3,0.4,0.2,0.2,0.0,0.0",223.7948168987013,134.69775780446753,0.9535091640590077,0.0,0.6284113400847011,0.6756592893217892,11.897919797402599,2666853.6589999995,83.91717188659632,69.21623786376813,0,0,98,0.4827586206896552,2.7929999999999984,0.48999999999999994,0.11000000000000003,4266,4474,1.96
28,186.38701372313056,0.7624692859692852,0.11472541043406004,0.06146624944121591,"10,1,9,8,9,10,5,10,20,7,3,11,6,7,2,15,18,4,16,6,15,5,5,3","8,2,5,3,5,5,4,7,3,5,2,7,5,2,1,2,5,1,7,4,5,4,1,1","0.3,0.3,0.9,0.9,0.1,1.0,0.8,0.3,0.1,0.8,0.8,0.4,0.4,0.1,1.0,0.1,0.4,0.6,0.2,0.3,0.2,0.1,0.9,0.3","0.5,0.3,0.5,0.2,0.1,0.6,0.0,0.4,0.5,0.5,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.5,0.6,0.4,0.6,0.2,0.3,0.5",210.6935419948052,128.48917566394806,0.9385337505587841,0.0,0.7383031085998164,0.7778634018759019,14.52000522077922,2557579.369999999,82.38006001542203,72.87633608146074,0,0,82,0.3961352657004831,2.336999999999999,0.41,0.11000000000000004,4199,4474,1.6400000000000001
6,188.38006691303394,0.32979310617120494,0.4283974688332002,0.052302190433616454,"2,9,8,16,1,10,9,14,13,17,13,6,12,11,11,9,15,19,8,6,18,11,5,15","4,1,1,7,5,5,4,6,4,4,5,8,7,2,4,7,0,6,0,0,4,0,1,4","1.0,0.3,1.0,0.7,0.1,0.7,0.0,0.6,0.4,0.1,0.1,0.4,0.7,0.1,0.4,1.0,0.1,0.0,0.4,0.8,0.1,1.0,0.2,0.9","0.2,0.3,0.4,0.4,0.4,0.6,0.0,0.4,0.3,0.3,0.5,0.3,0.0,0.3,0.1,0.2,0.3,0.6,0.3,0.4,0.2,0.4,0.0,0.0",219.36689414545452,132.80174183225975,0.9476978095663835,0.0,0.5983409375520811,0.6437584009740259,11.33502587532467,2587724.659,84.77211568182321,72.79756996473941,0,0,102,0.408,2.905499999999999,0.5099999999999999,0.11000000000000003,4240,4474,2.04
14,189.03398114073264,0.5129046875059676,0.2426201467676973,0.053419758605274925,"12,10,8,9,2,10,16,14,19,15,3,13,6,12,11,12,4,12,9,6,16,18,2,15","4,3,7,8,3,5,6,7,4,7,2,1,6,4,4,1,5,0,8,3,1,2,1,4","0.1,0.3,0.8,0.9,0.0,0.9,0.9,0.6,0.1,0.0,0.4,0.2,0.4,0.1,0.1,1.0,0.1,0.0,0.5,0.8,0.9,0.0,0.4,0.5","0.2,0.3,0.4,0.2,0.1,0.0,0.5,0.4,0.1,0.3,0.5,0.6,0.5,0.2,0.1,0.2,0.3,0.1,0.5,0.4,0.2,0.1,0.0,0.0",221.87093544415583,133.77299332929869,0.9465802413947251,0.0,0.6200297946103691,0.731857215007215,11.915252441558437,2572662.659,86.2417521659826,73.477951133403,0,0,92,0.41818181818181815,2.621999999999999,0.45999999999999996,0.11000000000000001,4235,4474,1.84
18,193.16949896058387,0.6381588213735739,0.1605834011619167,0.05185516316495306,"10,2,9,8,10,10,8,10,20,6,3,12,12,4,2,14,18,4,16,9,15,6,5,3","8,2,5,3,7,1,4,7,4,5,2,8,5,2,1,2,5,1,8,4,5,4,1,1","0.3,0.3,0.9,0.7,0.1,1.0,0.7,0.3,0.1,0.8,0.8,0.4,0.4,0.1,1.0,0.1,0.4,0.6,0.2,0.3,0.2,0.1,0.9,0.4","0.5,0.3,0.5,0.2,0.1,0.6,0.0,0.4,0.5,0.5,0.1,0.0,0.5,0.2,0.6,0.2,0.2,0.5,0.6,0.2,0.6,0.2,0.3,0.5",215.4604335844156,131.8043742214286,0.9481448368350469,0.0,0.7062561115244709,0.797186471861472,15.81341549090909,2615465.9269999997,82.37936933537257,73.85662989009143,0,0,79,0.42934782608695654,2.251499999999999,0.39499999999999996,0.11000000000000001,4242,4474,1.58
