task_id,arrival_time,task_type,cpu_demand,gpu_demand,memory_demand,bandwidth_demand,token_amount,deadline,priority,migratable,migration_cost_weight,migration_delay_penalty
s-11-000,11,delay_sensitive,0.995,0.0,4.582,0.659,0.0,12,3,False,1.5,0.0
s-11-001,11,delay_sensitive,1.134,0.0,8.374,0.804,0.0,12,3,False,1.5,0.0
s-11-002,11,delay_sensitive,0.949,0.0,6.416,0.604,0.0,12,3,False,1.5,0.0
s-11-003,11,delay_sensitive,1.024,0.0,5.141,0.669,0.0,12,3,False,1.5,0.0
t-11-000,11,delay_tolerant,0.985,0.0,8.247,0.345,410.888,14,2,True,0.9,0.06
t-11-001,11,delay_tolerant,1.061,0.0,6.244,0.309,153.575,15,2,True,0.9,0.06
g-11-000,11,token_batch,0.363,1.089,16.647,1.341,1881.0,14,1,True,0.95,0.06
s-12-000,12,delay_sensitive,0.901,0.0,6.343,0.956,0.0,13,3,False,1.5,0.0
s-12-001,12,delay_sensitive,1.043,0.0,8.18,0.838,0.0,13,3,False,1.5,0.0
s-12-002,12,delay_sensitive,1.231,0.0,6.92,0.514,0.0,13,3,False,1.5,0.0
s-12-003,12,delay_sensitive,0.929,0.0,8.414,0.437,0.0,13,3,False,1.5,0.0
t-12-000,12,delay_tolerant,1.034,0.0,6.017,0.812,176.676,15,2,True,0.9,0.06
t-12-001,12,delay_tolerant,0.874,0.0,6.57,0.705,204.673,16,2,True,0.9,0.06
g-12-000,12,token_batch,0.298,1.157,14.194,1.052,3533.0,14,1,True,0.95,0.06
s-13-000,13,delay_sensitive,1.161,0.0,9.608,0.523,0.0,14,3,False,1.5,0.0
s-13-001,13,delay_sensitive,1.019,0.0,6.375,0.803,0.0,14,3,False,1.5,0.0
s-13-002,13,delay_sensitive,1.058,0.0,8.511,0.444,0.0,14,3,False,1.5,0.0
t-13-000,13,delay_tolerant,1.025,0.0,3.6,0.623,302.118,16,2,False,0.9,0.0
t-13-001,13,delay_tolerant,1.152,0.0,8.276,0.522,176.789,15,2,False,0.9,0.0
g-13-000,13,token_batch,0.321,1.39,16.071,1.117,4081.0,19,1,True,0.95,0.06
s-14-000,14,delay_sensitive,1.177,0.0,9.591,0.462,0.0,15,3,False,1.5,0.0
s-14-001,14,delay_sensitive,1.032,0.0,9.338,0.845,0.0,15,3,False,1.5,0.0
s-14-002,14,delay_sensitive,1.041,0.0,5.264,0.606,0.0,15,3,False,1.5,0.0
t-14-000,14,delay_tolerant,0.906,0.0,5.931,0.843,424.597,18,2,False,0.9,0.0
t-14-001,14,delay_tolerant,1.132,0.0,3.265,0.5,167.095,16,2,False,0.9,0.0
g-14-000,14,token_batch,0.496,1.131,12.277,0.806,1861.0,18,1,True,0.95,0.06
s-15-000,15,delay_sensitive,1.342,0.0,9.424,0.727,0.0,16,3,False,1.5,0.0
s-15-001,15,delay_sensitive,1.191,0.0,4.889,0.476,0.0,16,3,False,1.5,0.0
s-15-002,15,delay_sensitive,1.349,0.0,8.777,0.916,0.0,16,3,False,1.5,0.0
t-15-000,15,delay_tolerant,0.9,0.0,3.617,0.768,438.288,18,2,True,0.9,0.06
t-15-001,15,delay_tolerant,1.1,0.0,8.555,0.442,178.501,18,2,False,0.9,0.0
g-15-000,15,token_batch,0.21,1.242,11.322,1.358,2888.0,18,1,True,0.95,0.06
s-16-000,16,delay_sensitive,1.332,0.0,8.864,0.56,0.0,17,3,False,1.5,0.0
s-16-001,16,delay_sensitive,0.954,0.0,9.233,0.915,0.0,17,3,False,1.5,0.0
s-16-002,16,delay_sensitive,1.308,0.0,6.762,0.583,0.0,17,3,False,1.5,0.0
s-16-003,16,delay_sensitive,1.014,0.0,4.142,0.516,0.0,17,3,False,1.5,0.0
t-16-000,16,delay_tolerant,0.828,0.0,7.64,0.511,303.386,19,2,True,0.9,0.06
t-16-001,16,delay_tolerant,1.014,0.0,8.635,0.369,469.344,20,2,False,0.9,0.0
g-16-000,16,token_batch,0.585,0.959,9.084,1.061,3578.0,19,1,True,0.95,0.06
s-17-000,17,delay_sensitive,1.057,0.0,7.637,0.707,0.0,18,3,False,1.5,0.0
s-17-001,17,delay_sensitive,1.188,0.0,5.528,0.825,0.0,18,3,False,1.5,0.0
s-17-002,17,delay_sensitive,1.363,0.0,7.231,0.832,0.0,18,3,True,1.5,0.18
s-17-003,17,delay_sensitive,1.235,0.0,6.185,0.442,0.0,18,3,False,1.5,0.0
t-17-000,17,delay_tolerant,1.049,0.0,6.98,0.375,444.017,21,2,False,0.9,0.0
t-17-001,17,delay_tolerant,0.963,0.0,5.414,0.477,165.824,21,2,True,0.9,0.06
g-17-000,17,token_batch,0.576,1.206,17.028,1.169,3923.0,22,1,True,0.95,0.06
g-17-001,17,token_batch,0.419,0.8,10.869,1.058,2863.0,21,1,True,0.95,0.06
s-18-000,18,delay_sensitive,1.227,0.0,6.79,0.665,0.0,19,3,False,1.5,0.0
s-18-001,18,delay_sensitive,1.137,0.0,9.407,0.878,0.0,19,3,False,1.5,0.0
s-18-002,18,delay_sensitive,0.942,0.0,7.093,0.78,0.0,19,3,False,1.5,0.0
s-18-003,18,delay_sensitive,1.309,0.0,8.507,0.804,0.0,19,3,False,1.5,0.0
t-18-000,18,delay_tolerant,0.859,0.0,3.277,0.89,340.059,20,2,False,0.9,0.0
t-18-001,18,delay_tolerant,1.154,0.0,6.454,0.731,258.232,20,2,True,0.9,0.06
t-18-002,18,delay_tolerant,1.062,0.0,3.033,0.751,397.217,21,2,True,0.9,0.06
g-18-000,18,token_batch,0.37,0.906,17.58,1.111,4388.0,20,1,True,0.95,0.06
g-18-001,18,token_batch,0.3,1.309,12.565,1.281,3483.0,20,1,True,0.95,0.06
s-19-000,19,delay_sensitive,1.394,0.0,7.573,0.97,0.0,20,3,False,1.5,0.0
s-19-001,19,delay_sensitive,1.206,0.0,8.316,0.703,0.0,20,3,False,1.5,0.0
s-19-002,19,delay_sensitive,1.174,0.0,9.383,0.846,0.0,20,3,False,1.5,0.0
s-19-003,19,delay_sensitive,1.03,0.0,5.483,0.783,0.0,20,3,False,1.5,0.0
t-19-000,19,delay_tolerant,0.896,0.0,5.639,0.728,204.418,23,2,True,0.9,0.06
t-19-001,19,delay_tolerant,1.016,0.0,3.83,0.439,369.822,22,2,True,0.9,0.06
g-19-000,19,token_batch,0.366,0.999,12.659,0.837,1463.0,22,1,True,0.95,0.06
g-19-001,19,token_batch,0.562,1.15,14.955,1.314,2795.0,23,1,True,0.95,0.06
s-20-000,20,delay_sensitive,1.09,0.0,4.035,0.611,0.0,21,3,False,1.5,0.0
s-20-001,20,delay_sensitive,1.327,0.0,9.721,0.651,0.0,21,3,False,1.5,0.0
s-20-002,20,delay_sensitive,1.173,0.0,7.62,0.532,0.0,21,3,False,1.5,0.0
s-20-003,20,delay_sensitive,1.118,0.0,4.174,0.602,0.0,21,3,False,1.5,0.0
t-20-000,20,delay_tolerant,1.09,0.0,8.043,0.852,473.06,23,2,False,0.9,0.0
t-20-001,20,delay_tolerant,0.958,0.0,6.386,0.316,351.39,23,2,True,0.9,0.06
g-20-000,20,token_batch,0.385,0.83,11.791,0.927,4750.0,23,1,True,0.95,0.06
s-21-000,21,delay_sensitive,1.281,0.0,6.275,0.851,0.0,22,3,False,1.5,0.0
s-21-001,21,delay_sensitive,1.026,0.0,4.491,0.412,0.0,22,3,False,1.5,0.0
t-21-000,21,delay_tolerant,1.181,0.0,4.345,0.341,464.623,23,2,True,0.9,0.06
g-21-000,21,token_batch,0.212,0.948,16.392,1.173,4289.0,23,1,True,0.95,0.06
g-21-001,21,token_batch,0.389,0.869,17.478,1.079,1717.0,23,1,True,0.95,0.06
s-22-000,22,delay_sensitive,1.084,0.0,7.635,0.978,0.0,23,3,False,1.5,0.0
s-22-001,22,delay_sensitive,1.289,0.0,4.983,0.587,0.0,23,3,False,1.5,0.0
t-22-000,22,delay_tolerant,0.925,0.0,7.064,0.875,262.796,23,2,True,0.9,0.06
g-22-000,22,token_batch,0.437,1.298,10.428,1.218,1511.0,23,1,True,0.95,0.06
s-23-000,23,delay_sensitive,1.242,0.0,8.833,0.878,0.0,23,3,False,1.5,0.0
s-23-001,23,delay_sensitive,0.921,0.0,7.196,0.797,0.0,23,3,False,1.5,0.0
t-23-000,23,delay_tolerant,0.936,0.0,8.097,0.793,157.994,23,2,True,0.9,0.06
