task_id,arrival_time,task_type,cpu_demand,gpu_demand,memory_demand,bandwidth_demand,token_amount,deadline,priority,migratable,migration_cost_weight,migration_delay_penalty
j158021,0,delay_sensitive,1.1333,0.0,8.6667,0.5,0.0,1,3,False,1.0,0.0
j161522,0,delay_tolerant,1.1333,0.0,8.6667,0.5,0.0,3,2,True,1.0,0.05
j166237,0,token_batch,1.475,1.3961,11.0,0.5,4314.953,4,1,True,1.0,0.175
j166237,0,token_batch,1.475,1.2326,11.0,0.5,4239.014,4,1,False,1.0,0.0
j166237,0,delay_tolerant,1.27,0.2117,9.6,0.5,0.0,3,2,False,1.0,0.0
j166237,0,delay_tolerant,0.9967,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.05
j168048,0,token_batch,1.475,0.0,11.0,0.5,4280.258,4,1,False,1.0,0.0
j173711,0,delay_sensitive,0.9283,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j176671,0,delay_sensitive,0.86,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j177500,0,delay_sensitive,0.7917,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j177954,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j177954,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j178360,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j180862,0,delay_tolerant,0.655,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j181311,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j181311,0,delay_sensitive,0.655,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j182686,0,delay_tolerant,1.2017,0.0,9.1333,0.5,0.0,3,2,True,1.0,0.05
j187281,0,delay_tolerant,0.7917,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.05
j187281,0,delay_tolerant,0.5183,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.05
j194394,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j194394,0,delay_sensitive,1.065,0.0,8.2,0.5,0.0,1,3,False,1.0,0.0
j194394,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j194394,0,delay_sensitive,2.5,0.0,18.0,0.5,0.0,1,3,False,1.0,0.0
j194394,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j194394,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j197012,0,delay_sensitive,1.27,0.0,9.6,0.5,0.0,1,3,False,1.0,0.0
j197012,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j197613,0,token_batch,1.475,1.2675,11.0,0.5,4540.3,4,1,True,1.0,0.05
j197613,0,token_batch,1.475,0.0,11.0,0.5,3543.99,4,1,True,1.0,0.1208
j197613,0,delay_tolerant,0.5867,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j197613,0,delay_tolerant,1.065,0.0,8.2,0.5,0.0,3,2,True,1.0,0.0751
j200104,0,delay_sensitive,1.27,0.0,9.6,0.5,0.0,1,3,False,1.0,0.0
j200104,0,delay_sensitive,2.5,0.0,18.0,0.5,0.0,1,3,False,1.0,0.0
j203290,0,token_batch,1.475,1.2057,11.0,0.5,4007.523,4,1,True,1.0,0.05
j210158,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j211092,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j214654,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j216610,0,delay_tolerant,0.9967,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j216877,0,delay_sensitive,0.7233,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j216877,0,delay_sensitive,1.1333,0.0,8.6667,0.5,0.0,1,3,False,1.0,0.0
j22036,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j221281,0,token_batch,1.475,1.1821,11.0,0.5,3959.15,4,1,True,1.0,0.05
j221281,0,token_batch,1.475,1.4574,11.0,0.5,4254.156,4,1,True,1.0,0.1842
j221281,0,delay_tolerant,0.7917,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.05
j221783,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j221783,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j221783,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j223710,0,token_batch,1.475,1.4636,11.0,0.5,4290.812,4,1,True,1.0,0.05
j225972,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j225972,0,delay_sensitive,0.86,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j225972,0,delay_sensitive,1.065,0.0,8.2,0.5,0.0,1,3,False,1.0,0.0
j225972,0,delay_sensitive,1.1333,0.0,8.6667,0.5,0.0,1,3,False,1.0,0.0
j227824,0,delay_tolerant,1.1333,0.0,8.6667,0.5,0.0,3,2,True,1.0,0.0857
j230069,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j230114,0,delay_tolerant,0.5183,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j230254,0,delay_sensitive,0.9967,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j230254,0,delay_sensitive,0.86,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j230254,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j230254,0,delay_sensitive,0.9283,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j230347,0,token_batch,1.475,0.8136,11.0,0.5,4015.211,4,1,True,1.0,0.05
j2305,0,delay_sensitive,0.9283,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j231650,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j232755,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j232755,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j236598,0,delay_sensitive,1.5433,0.0,11.4667,0.5,0.0,1,3,False,1.0,0.0
j236598,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j242066,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j24304,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j248543,0,delay_sensitive,0.7233,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j253677,0,delay_sensitive,1.27,0.0,9.6,0.5,0.0,1,3,False,1.0,0.0
j253677,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j253677,0,delay_sensitive,0.9283,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j253677,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j253677,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j253677,0,delay_sensitive,0.9967,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j253677,0,delay_sensitive,0.9283,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j253677,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j253677,0,delay_sensitive,0.7917,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j253677,0,delay_sensitive,1.3383,0.0,10.0667,0.5,0.0,1,3,False,1.0,0.0
j253677,0,delay_sensitive,0.9967,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j253737,0,token_batch,1.475,1.2416,11.0,0.5,3914.085,4,1,True,1.0,0.1352
j253737,0,delay_tolerant,0.7917,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.05
j253737,0,delay_tolerant,1.27,0.0,9.6,0.5,0.0,3,2,True,1.0,0.0452
j254279,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j256461,0,token_batch,1.475,0.0,11.0,0.5,4236.666,4,1,False,1.0,0.0
j259556,0,token_batch,1.475,0.0,11.0,0.5,4598.789,4,1,False,1.0,0.0
j259556,0,delay_tolerant,1.3383,0.0,10.0667,0.5,0.0,3,2,False,1.0,0.0
j259650,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j262110,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j263018,0,delay_sensitive,1.4067,0.0,10.5333,0.5,0.0,1,3,False,1.0,0.0
j263018,0,delay_sensitive,0.7233,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j263018,0,delay_sensitive,0.5867,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j263018,0,delay_sensitive,0.9967,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j269438,0,delay_sensitive,0.86,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j269438,0,delay_sensitive,0.7233,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j269438,0,delay_sensitive,0.9967,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j26950,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j281862,0,token_batch,1.475,0.8894,11.0,0.5,4527.432,4,1,False,1.0,0.0
j281862,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j285829,0,delay_sensitive,0.86,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j285829,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j288339,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j291405,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j293870,0,delay_sensitive,0.5867,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j296977,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j298569,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j300764,0,delay_tolerant,0.5183,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j303072,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j303491,0,delay_sensitive,0.7917,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j306979,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j306979,0,delay_sensitive,1.3383,0.0,10.0667,0.5,0.0,1,3,False,1.0,0.0
j306979,0,delay_sensitive,0.7233,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j306979,0,delay_sensitive,1.3383,0.0,10.0667,0.5,0.0,1,3,False,1.0,0.0
j314554,0,delay_tolerant,1.3383,0.0,10.0667,0.5,0.0,3,2,True,1.0,0.05
j317544,0,delay_sensitive,0.5867,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j318151,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j318851,0,delay_tolerant,0.5183,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.05
j318851,0,token_batch,1.475,0.7867,11.0,0.5,3852.187,4,1,True,1.0,0.0934
j326780,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j326821,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j329214,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j329214,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j329214,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j332935,0,delay_tolerant,0.655,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j34124,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j34124,0,delay_sensitive,0.7917,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j34124,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j341542,0,delay_sensitive,0.9283,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j342341,0,delay_sensitive,0.9283,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j343677,0,delay_sensitive,0.9283,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j343749,0,delay_tolerant,0.9967,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.05
j343749,0,delay_tolerant,0.5183,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j345072,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j346731,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j348840,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j349885,0,delay_tolerant,0.7233,0.2126,7.7333,0.5,0.0,3,2,True,1.0,0.05
j350378,0,delay_sensitive,0.7233,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j35346,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j35346,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j357491,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j357491,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j357491,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j357491,0,delay_sensitive,1.4067,0.0,10.5333,0.5,0.0,1,3,False,1.0,0.0
j357491,0,delay_sensitive,1.27,0.0,9.6,0.5,0.0,1,3,False,1.0,0.0
j358571,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j358571,0,delay_sensitive,0.86,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j358571,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j358571,0,delay_sensitive,0.7233,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j358571,0,delay_sensitive,0.86,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j359193,0,delay_sensitive,1.27,0.0,9.6,0.5,0.0,1,3,False,1.0,0.0
j360424,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j360424,0,delay_sensitive,1.1333,0.0,8.6667,0.5,0.0,1,3,False,1.0,0.0
j360424,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j360424,0,delay_sensitive,0.7917,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j360555,0,delay_tolerant,0.9967,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.05
j360555,0,token_batch,1.475,0.5598,11.0,0.5,4061.087,4,1,False,1.0,0.0
j361691,0,delay_sensitive,0.7917,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j361691,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j362885,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j363256,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j363511,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j363511,0,delay_sensitive,0.9967,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j363560,0,delay_tolerant,0.86,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j369267,0,delay_tolerant,0.86,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.05
j369267,0,delay_tolerant,0.86,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j372724,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j373669,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j380742,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j382275,0,delay_sensitive,1.4067,0.0,10.5333,0.5,0.0,1,3,False,1.0,0.0
j382781,0,token_batch,1.475,1.265,11.0,0.5,3737.163,4,1,True,1.0,0.1158
j387830,0,delay_sensitive,0.86,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j387830,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j387830,0,delay_sensitive,0.7233,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j388538,0,delay_tolerant,0.5183,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.05
j389077,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j389077,0,delay_sensitive,0.9283,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j389077,0,delay_sensitive,1.1333,0.0,8.6667,0.5,0.0,1,3,False,1.0,0.0
j390093,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j390100,0,delay_tolerant,0.9283,0.0,7.7333,0.5,0.0,3,2,True,1.0,0.0312
j390100,0,delay_tolerant,1.1333,0.0,8.6667,0.5,0.0,3,2,True,1.0,0.05
j391532,0,delay_sensitive,0.655,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j391858,0,delay_sensitive,1.1333,0.0,8.6667,0.5,0.0,1,3,False,1.0,0.0
j396069,0,delay_sensitive,0.5867,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j396069,0,delay_sensitive,1.1333,0.0,8.6667,0.5,0.0,1,3,False,1.0,0.0
j396069,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j396069,0,delay_sensitive,1.27,0.0,9.6,0.5,0.0,1,3,False,1.0,0.0
j398489,0,token_batch,1.475,1.382,11.0,0.5,4612.476,4,1,True,1.0,0.05
j398489,0,token_batch,1.475,1.2354,11.0,0.5,4420.286,4,1,False,1.0,0.0
j398612,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j400329,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j400329,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j400329,0,delay_sensitive,1.4067,0.0,10.5333,0.5,0.0,1,3,False,1.0,0.0
j401860,0,delay_sensitive,1.1333,0.0,8.6667,0.5,0.0,1,3,False,1.0,0.0
j406901,0,delay_sensitive,0.9967,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j406901,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j410879,0,delay_sensitive,0.7233,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j417219,0,token_batch,1.5433,1.3483,11.4667,0.5,4578.853,4,1,True,1.0,0.1506
j41978,0,delay_sensitive,1.065,0.0,8.2,0.5,0.0,1,3,False,1.0,0.0
j41978,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j41978,0,delay_sensitive,0.7917,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j419809,0,delay_sensitive,1.3383,0.0,10.0667,0.5,0.0,1,3,False,1.0,0.0
j419809,0,delay_sensitive,1.3383,0.0,10.0667,0.5,0.0,1,3,False,1.0,0.0
j419809,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j424333,0,delay_sensitive,0.7917,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j424333,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j424333,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j425235,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j425256,0,delay_sensitive,0.7233,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j431006,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j432724,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j435586,0,delay_tolerant,0.5183,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j43808,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j442584,0,delay_tolerant,1.065,0.0,8.2,0.5,0.0,3,2,False,1.0,0.0
j445329,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j451729,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j451729,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j453383,0,delay_tolerant,0.7917,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j453383,0,delay_tolerant,0.5183,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j453383,0,delay_tolerant,0.7917,0.4985,7.7333,0.5,0.0,3,2,False,1.0,0.0
j453383,0,delay_sensitive,0.5867,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j453383,0,token_batch,1.475,0.0,11.0,0.5,3619.29,4,1,True,1.0,0.197
j453452,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j453452,0,delay_sensitive,1.2017,0.0,9.1333,0.5,0.0,1,3,False,1.0,0.0
j454954,0,delay_sensitive,0.5183,0.0,7.7333,0.5,0.0,1,3,False,1.0,0.0
j454954,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j455771,0,delay_sensitive,1.475,0.0,11.0,0.5,0.0,1,3,False,1.0,0.0
j457679,0,token_batch,1.475,0.0,11.0,0.5,4532.384,4,1,True,1.0,0.1721
j464554,0,delay_tolerant,0.7233,0.0,7.7333,0.5,0.0,3,2,False,1.0,0.0
j464554,0,delay_tolerant,1.27,0.0,9.6,0.5,0.0,3,2,True,1.0,0.05
